Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
138897,10510064,HZ251617,5/4/2016 18:50,044XX S ARTESIAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,922,9,12,58,08B,1160761,1875242,2016,5/11/2016 15:50,41.81335527,-87.68583902,"(41.813355271, -87.685839017)"
139049,10510065,HZ251546,5/4/2016 11:00,021XX E 96TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,431,4,7,51,14,1191721,1841387,2016,5/11/2016 15:50,41.71975824,-87.57337473,"(41.719758242, -87.57337473)"
139182,10510066,HZ251637,5/4/2016 19:30,004XX W 42ND PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,925,9,11,61,08B,1173946,1876756,2016,5/11/2016 15:50,41.81722704,-87.6374309,"(41.817227035, -87.637430903)"
140075,10510067,HZ251517,5/4/2016 18:49,027XX N MONTICELLO AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,2524,25,35,22,15,1151583,1917897,2016,5/11/2016 15:50,41.93059018,-87.71838378,"(41.930590184, -87.718383784)"
140184,10510069,HZ251366,5/4/2016 16:50,052XX W CHICAGO AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,1524,15,28,25,6,1141079,1904824,2016,5/11/2016 15:50,41.89491667,-87.75730673,"(41.894916666, -87.757306728)"
141035,10510070,HZ251551,5/4/2016 18:56,020XX N PULASKI RD,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,2525,25,30,20,14,1149390,1913073,2016,5/11/2016 15:50,41.91739557,-87.72656807,"(41.91739557, -87.726568067)"
141079,10510071,HZ251577,5/4/2016 19:28,091XX S COTTAGE GROVE AVE,1330,CRIMINAL TRESPASS,TO LAND,HOTEL/MOTEL,TRUE,FALSE,633,6,6,44,26,1183159,1844621,2016,5/11/2016 15:50,41.72883584,-87.60463426,"(41.728835841, -87.604634255)"
141208,10510072,HZ251633,5/4/2016 19:40,038XX W 76TH PL,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,833,8,18,70,26,1151843,1853646,2016,5/11/2016 15:50,41.75427226,-87.71911687,"(41.754272259, -87.71911687)"
142014,10510073,HZ251486,5/4/2016 18:00,078XX S VERNON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,624,6,6,69,08B,1180603,1853103,2016,5/11/2016 15:50,41.75217043,-87.61373758,"(41.75217043, -87.613737578)"
142691,10510074,HZ251544,5/4/2016 19:10,001XX N WALLER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1512,15,29,25,08B,1138135,1900519,2016,5/11/2016 15:50,41.88315693,-87.76822354,"(41.883156925, -87.768223537)"
143171,10510079,HZ251558,5/4/2016 19:12,076XX S DORCHESTER AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,411,4,5,43,3,1186863,1854745,2016,5/11/2016 15:50,41.75653027,-87.59074578,"(41.75653027, -87.59074578)"
143522,10510080,HZ251552,5/4/2016 18:00,042XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1115,11,28,26,18,1148220,1899677,2016,5/11/2016 15:50,41.88065818,-87.73121214,"(41.880658176, -87.731212135)"
143805,10510083,HZ251445,5/4/2016 18:00,101XX S COMMERCIAL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,431,4,10,51,08B,1197652,1838343,2016,5/11/2016 15:50,41.71125951,-87.55175283,"(41.711259514, -87.551752826)"
143849,10510087,HZ251638,5/4/2016 20:10,018XX N HARLEM AVE,031A,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,FALSE,FALSE,2513,25,36,25,3,1127807,1911332,2016,5/11/2016 15:50,41.91300968,-87.8059052,"(41.913009681, -87.805905204)"
144197,10510092,HZ251641,5/4/2016 20:13,042XX W DIVISION ST,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,1111,11,37,23,04B,1147993,1907665,2016,5/11/2016 15:50,41.90258249,-87.73184005,"(41.902582485, -87.731840051)"
144307,10510096,HZ251667,5/4/2016 20:47,038XX W 83RD ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,834,8,18,70,08B,1152229,1849265,2016,5/11/2016 15:50,41.74224248,-87.71781714,"(41.742242477, -87.717817136)"
145987,10510101,HZ251635,5/4/2016 20:00,052XX W MADISON ST,460,BATTERY,SIMPLE,SMALL RETAIL STORE,TRUE,FALSE,1522,15,29,25,08B,1141233,1899517,2016,5/11/2016 15:50,41.88035077,-87.75687206,"(41.880350767, -87.756872059)"
146097,10510102,HZ251585,5/4/2016 18:30,016XX S PULASKI RD,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,1012,10,24,29,3,1149984,1891583,2016,5/11/2016 15:50,41.85841316,-87.72494547,"(41.858413159, -87.724945467)"
146753,10510103,HZ251368,5/4/2016 16:30,003XX S KILBOURN AVE,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,FALSE,FALSE,1131,11,24,26,3,1146451,1897841,2016,5/11/2016 15:50,41.87565385,-87.7377546,"(41.875653849, -87.737754597)"
146775,10510104,HZ251631,5/4/2016 19:30,031XX W 15TH ST,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,1022,10,24,29,08A,1155617,1892683,2016,5/11/2016 15:50,41.86132029,-87.70423906,"(41.861320289, -87.704239058)"
146862,10510106,HZ251666,5/4/2016 18:15,005XX N UNION AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1214,12,27,24,6,1171436,1903879,2016,5/11/2016 15:50,41.89171014,-87.64584162,"(41.891710139, -87.645841619)"
147253,10510108,HZ251612,5/4/2016 19:23,050XX S KEDZIE AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,821,8,14,63,6,1155898,1870955,2016,5/11/2016 15:50,41.80169033,-87.70379207,"(41.80169033, -87.703792065)"
147383,10510109,HZ251571,5/4/2016 18:16,0000X W 123RD ST,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,RESIDENCE,TRUE,FALSE,523,5,9,53,7,1177986,1823398,2016,5/11/2016 15:50,41.67071554,-87.62422412,"(41.670715539, -87.624224123)"
147405,10510110,HZ251497,5/4/2016 18:07,017XX N KOSTNER AVE,312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,DEPARTMENT STORE,FALSE,FALSE,2533,25,31,23,3,1146787,1911143,2016,5/11/2016 15:50,41.9121496,-87.736181,"(41.912149595, -87.736181)"
147514,10510111,HZ251646,5/4/2016 20:20,022XX N LONG AVE,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2515,25,37,19,08B,1140015,1914457,2016,5/11/2016 15:50,41.92137026,-87.76097849,"(41.921370264, -87.760978493)"
147775,10510112,HZ251578,5/4/2016 17:20,045XX S DREXEL BLVD,650,BURGLARY,HOME INVASION,RESIDENCE,FALSE,FALSE,221,2,4,39,5,1182957,1875015,2016,5/11/2016 15:50,41.81224459,-87.60443062,"(41.812244589, -87.604430616)"
147797,10510113,HZ251626,5/4/2016 19:15,079XX S PRINCETON AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,623,6,17,44,08A,1175666,1852216,2016,5/11/2016 15:50,41.74984828,-87.63185591,"(41.74984828, -87.631855905)"
147969,10510114,HZ251608,5/4/2016 0:40,027XX N LAKEWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1932,19,32,7,14,1167169,1918281,2016,5/11/2016 15:50,41.93132286,-87.66109774,"(41.931322862, -87.661097743)"
148013,10510116,HZ251683,5/4/2016 19:30,054XX N CUMBERLAND AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1614,16,41,76,26,1119317,1935168,2016,5/11/2016 15:50,41.97855782,-87.83658879,"(41.97855782, -87.836588785)"
148231,10510118,HZ251679,5/4/2016 21:05,014XX W 112TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2234,22,34,75,14,1168418,1830098,2016,5/11/2016 15:50,41.68931221,-87.65905045,"(41.689312209, -87.659050452)"
148623,10510119,HZ251645,5/4/2016 20:00,030XX N HARLEM AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2511,25,36,17,08B,1127555,1919410,2016,5/11/2016 15:50,41.935181,-87.80664874,"(41.935181001, -87.806648735)"
148709,10510122,HZ251659,5/4/2016 19:50,036XX S LITUANICA AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,PARK PROPERTY,FALSE,FALSE,915,9,11,60,04B,1171122,1880764,2016,5/11/2016 15:50,41.82828767,-87.64767274,"(41.828287665, -87.647672735)"
148753,10510126,HZ251675,5/4/2016 21:10,014XX W 71ST ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,734,7,17,67,18,1168130,1857668,2016,5/11/2016 15:50,41.76497458,-87.65931449,"(41.764974581, -87.659314488)"
148839,10510127,HZ251652,5/4/2016 20:20,001XX W 79TH ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,623,6,17,69,6,1176766,1852607,2016,5/11/2016 15:50,41.75089655,-87.62781331,"(41.75089655, -87.627813307)"
148970,10510128,HZ251677,5/4/2016 21:00,005XX W 87TH ST,560,ASSAULT,SIMPLE,CTA BUS,FALSE,FALSE,2223,22,21,71,08A,1173910,1847118,2016,5/11/2016 15:50,41.73589781,-87.63844147,"(41.735897814, -87.63844147)"
149212,10510129,HZ251647,5/4/2016 19:13,003XX S CICERO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1533,15,24,25,18,1144453,1897831,2016,5/11/2016 15:50,41.87566422,-87.74509084,"(41.875664218, -87.745090842)"
149386,10510130,HZ251505,5/4/2016 10:15,037XX N PULASKI RD,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1732,17,30,16,5,1149055,1924800,2016,5/11/2016 15:50,41.94958197,-87.72749441,"(41.94958197, -87.727494412)"
149408,10510132,HZ251371,5/4/2016 16:45,007XX N LA SALLE DR,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,OTHER COMMERCIAL TRANSPORTATION,FALSE,FALSE,1832,18,42,8,08B,1175007,1905244,2016,5/11/2016 15:50,41.89537651,-87.63268615,"(41.89537651, -87.632686147)"
149473,10510133,HZ251685,5/4/2016 19:48,013XX E 67TH ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,TRUE,FALSE,321,3,5,69,26,1185983,1860834,2016,5/11/2016 15:50,41.77325985,-87.59377891,"(41.773259845, -87.593778907)"
150042,10510135,HZ251693,5/4/2016 21:30,095XX S WINSTON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2213,22,21,73,08B,1167948,1841504,2016,5/11/2016 15:50,41.72062218,-87.66044484,"(41.720622183, -87.660444842)"
151170,10510137,HZ251706,5/4/2016 21:15,057XX W DIVERSEY AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,2514,25,30,19,08A,1137431,1918029,2016,5/11/2016 15:50,41.93121916,-87.77038673,"(41.931219161, -87.770386729)"
151411,10510138,HZ251703,5/4/2016 21:40,040XX W CRYSTAL ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2534,25,27,23,08B,1149180,1908031,2016,5/11/2016 15:50,41.90356391,-87.72747047,"(41.903563905, -87.727470467)"
151477,10510139,HZ251542,5/4/2016 18:50,069XX N ASHLAND BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,2431,24,49,1,08B,1164531,1945882,2016,5/11/2016 15:50,42.00711743,-87.67000658,"(42.00711743, -87.670006581)"
151761,10510143,HZ251698,5/4/2016 21:14,019XX W 34TH PL,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,FALSE,FALSE,912,9,11,59,15,1163913,1881812,2016,5/11/2016 15:50,41.83131833,-87.67409238,"(41.831318331, -87.674092378)"
152069,10510145,HZ251925,5/4/2016 15:00,045XX S PAULINA ST,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,TRUE,FALSE,924,9,20,61,04A,1165767,1874646,2016,5/11/2016 15:50,41.81161481,-87.66749365,"(41.811614808, -87.667493653)"
152178,10510147,HZ251695,5/4/2016 0:15,031XX W 53RD ST,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,ALLEY,FALSE,FALSE,923,9,14,63,04B,1156166,1869314,2016,5/11/2016 15:50,41.79718181,-87.70285334,"(41.797181808, -87.70285334)"
152608,10510148,HZ251672,5/4/2016 21:20,014XX N CALIFORNIA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,1423,14,26,24,14,1157471,1909355,2016,5/11/2016 15:50,41.90703235,-87.69697955,"(41.90703235, -87.696979547)"
152846,10510846,HZ252028,5/4/2016 23:05,029XX W LUNT AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,FALSE,FALSE,2411,24,50,2,15,1155472,1946276,2016,5/11/2016 15:50,42.00838635,-87.70332564,"(42.008386346, -87.703325641)"
153891,10510153,HZ251718,5/4/2016 21:45,015XX N LAWLER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,2533,25,37,25,18,1142426,1909763,2016,5/11/2016 15:50,41.90844492,-87.75223662,"(41.908444923, -87.752236623)"
155061,10510154,HZ251704,5/4/2016 21:50,054XX S PULASKI RD,4625,OTHER OFFENSE,PAROLE VIOLATION,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,822,8,23,62,26,1150627,1868247,2016,5/11/2016 15:50,41.79436349,-87.72319356,"(41.794363486, -87.723193558)"
155192,10510157,HZ251712,5/4/2016 21:35,086XX S TRIPP AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,834,8,18,70,08B,1149590,1847015,2016,5/11/2016 15:50,41.73611947,-87.72754459,"(41.736119465, -87.727544585)"
155519,10510158,HZ251700,5/4/2016 21:30,076XX S CREGIER AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,414,4,8,43,04A,1189529,1854673,2016,5/11/2016 15:50,41.75626913,-87.58097786,"(41.756269132, -87.580977861)"
155541,10510162,HZ251671,5/4/2016 20:55,009XX W 54TH ST,031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,934,9,20,61,3,1171009,1868996,2016,5/11/2016 15:50,41.79599755,-87.64843142,"(41.795997549, -87.648431423)"
155628,10510163,HZ251657,5/4/2016 18:48,034XX W 24TH ST,1200,DECEPTIVE PRACTICE,STOLEN PROP: BUY/RECEIVE/POS.,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1024,10,22,30,13,1153995,1887844,2016,5/11/2016 15:50,41.84807397,-87.71032202,"(41.848073974, -87.710322018)"
156304,10510167,HZ251741,5/4/2016 22:54,117XX S PERRY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,522,5,34,53,14,1177689,1827067,2016,5/11/2016 15:50,41.68079054,-87.62520076,"(41.680790541, -87.625200761)"
156457,10510169,HZ251656,5/4/2016 20:46,055XX S INDIANA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,231,2,20,40,08B,1178546,1868168,2016,5/11/2016 15:50,41.79355733,-87.62081814,"(41.793557331, -87.620818144)"
156630,10510171,HZ251625,5/4/2016 19:11,036XX S ALBANY AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,911,9,12,58,15,1156290,1880469,2016,5/11/2016 15:50,41.8277901,-87.70209813,"(41.827790098, -87.702098134)"
156868,10510176,HZ251699,5/4/2016 21:15,045XX S LAVERGNE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,814,8,23,56,04A,1143785,1874172,2016,5/11/2016 15:50,41.81075315,-87.74813541,"(41.810753148, -87.748135411)"
157799,10510888,HZ252001,5/4/2016 9:10,001XX E HURON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,1834,18,42,8,11,1177058,1905098,2016,5/11/2016 15:50,41.89492967,-87.62515784,"(41.894929671, -87.625157838)"
157886,10510177,HZ251502,5/4/2016 18:20,064XX S ST LAWRENCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),TRUE,TRUE,312,3,20,42,14,1181343,1862366,2016,5/11/2016 15:50,41.77757204,-87.61074067,"(41.777572035, -87.610740669)"
158104,10510178,HZ251503,5/4/2016 18:15,010XX W 129TH PL,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,FALSE,FALSE,523,5,34,53,3,1171952,1818852,2016,5/11/2016 15:50,41.65837467,-87.64644072,"(41.658374668, -87.646440719)"
158277,10510899,HZ252051,5/4/2016 16:00,037XX W LELAND AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1723,17,39,14,08B,1150709,1930975,2016,5/11/2016 15:50,41.96649437,-87.72125236,"(41.966494369, -87.721252355)"
158844,10510179,HZ251681,5/4/2016 15:00,014XX W CHESTNUT ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1213,12,27,24,14,1166721,1906119,2016,5/11/2016 15:50,41.89795922,-87.66309332,"(41.897959218, -87.663093322)"
158911,10510180,HZ251476,5/4/2016 18:13,022XX W MONROE ST,560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,1223,12,2,28,08A,1161290,1899496,2016,5/11/2016 15:50,41.87989984,-87.68322514,"(41.879899841, -87.683225139)"
159886,10510181,HZ251460,5/4/2016 17:55,057XX W AUGUSTA BLVD,041A,BATTERY,AGGRAVATED: HANDGUN,CONVENIENCE STORE,FALSE,FALSE,1511,15,29,25,04B,1137706,1906085,2016,5/11/2016 15:50,41.89843848,-87.76966461,"(41.89843848, -87.769664609)"
159973,10510183,HZ251768,5/4/2016 23:20,014XX S LAWNDALE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1011,10,24,29,18,1151941,1892835,2016,5/11/2016 15:50,41.86181052,-87.71772902,"(41.861810516, -87.717729022)"
160038,10510184,HZ251710,5/4/2016 21:56,023XX W JACKSON BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1225,12,2,28,08B,1160870,1898642,2016,5/11/2016 15:50,41.87756511,-87.68479102,"(41.877565108, -87.68479102)"
160213,10510185,HZ251737,5/4/2016 22:19,056XX S PRAIRIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,231,2,20,40,18,1179000,1867783,2016,5/11/2016 15:50,41.79249052,-87.61916511,"(41.792490517, -87.619165105)"
160235,10510186,HZ251702,5/4/2016 21:46,040XX W FOSTER AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,1712,17,39,13,6,1148424,1934247,2016,5/11/2016 15:50,41.97551745,-87.72956922,"(41.97551745, -87.729569215)"
160429,10510189,HZ251734,5/4/2016 22:23,002XX E 134TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,533,5,9,54,14,1180161,1816531,2016,5/11/2016 15:50,41.65182203,-87.61647285,"(41.651822034, -87.616472854)"
160626,10510190,HZ251769,5/4/2016 23:25,072XX S WHIPPLE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,831,8,18,66,18,1157289,1856560,2016,5/11/2016 15:50,41.7621603,-87.69908009,"(41.762160302, -87.699080094)"
160648,10510191,HZ251763,5/4/2016 22:30,003XX E 51ST ST,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,FALSE,FALSE,231,2,3,40,04B,1179114,1871273,2016,5/11/2016 15:50,41.8020648,-87.61864069,"(41.802064797, -87.618640688)"
161325,10510195,HZ251758,5/4/2016 17:00,030XX S NORMAL AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,914,9,11,60,6,1173452,1884837,2016,5/11/2016 15:50,41.83941298,-87.63900344,"(41.83941298, -87.63900344)"
161501,10510196,HZ251793,5/4/2016 23:45,065XX S LOWE AVE,2860,PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,APARTMENT,FALSE,FALSE,723,7,20,68,24,1173163,1861518,2016,5/11/2016 15:50,41.77542973,-87.64075349,"(41.775429728, -87.640753492)"
161523,10510198,HZ251752,5/4/2016 20:28,125XX S STATE ST,454,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,TRUE,FALSE,523,5,9,53,08B,1178535,1822007,2016,5/11/2016 15:50,41.66688601,-87.62225684,"(41.666886005, -87.622256838)"
161545,10510911,HZ252110,5/4/2016 16:00,003XX W 42ND ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,FALSE,FALSE,925,9,3,37,26,1174728,1877108,2016,5/11/2016 15:50,41.81817554,-87.63455183,"(41.81817554, -87.634551829)"
161567,10510200,HZ251512,5/4/2016 18:15,133XX S MICHIGAN AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,CHA APARTMENT,FALSE,TRUE,533,5,9,54,04B,1179495,1816669,2016,5/11/2016 15:50,41.6522159,-87.61890546,"(41.652215901, -87.618905456)"
161610,10510202,HZ251775,5/4/2016 23:23,066XX N TALMAN AVE,460,BATTERY,SIMPLE,RESIDENCE,TRUE,FALSE,2412,24,50,2,08B,1157455,1943921,2016,5/11/2016 15:50,42.00188387,-87.69609416,"(42.001883866, -87.696094161)"
161632,10510203,HZ251632,5/4/2016 18:15,102XX S PERRY AVE,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,511,5,9,49,08B,1177402,1837149,2016,5/11/2016 15:50,41.70846348,-87.62594823,"(41.708463482, -87.625948233)"
161690,10516586,HZ258594,4/10/2016 12:00,024XX W 71ST ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,832,8,18,66,11,,,2016,5/11/2016 15:50,,,
162592,10510204,HZ251696,5/4/2016 16:30,011XX S JEFFERSON ST,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,124,1,2,28,6,1172494,1895209,2016,5/11/2016 15:50,41.86789576,-87.64221251,"(41.86789576, -87.642212505)"
162833,10510208,HZ251333,5/4/2016 15:00,041XX W 16TH ST,560,ASSAULT,SIMPLE,ANIMAL HOSPITAL,FALSE,TRUE,1012,10,24,29,08A,1149193,1891729,2016,5/11/2016 15:50,41.85882915,-87.72784519,"(41.858829145, -87.727845189)"
162921,10510209,HZ251788,5/4/2016 22:42,037XX W HARRISON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1133,11,24,27,18,1151705,1897101,2016,5/11/2016 15:50,41.87352154,-87.71848318,"(41.873521544, -87.718483183)"
163337,10510210,HZ251715,5/4/2016 20:50,017XX N CLARK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1814,18,43,7,14,1174732,1912103,2016,5/11/2016 15:50,41.9142041,-87.63349062,"(41.914204099, -87.633490624)"
163403,10510211,HZ251786,5/4/2016 22:30,132XX S ST LAWRENCE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,533,5,9,54,08B,1182589,1817567,2016,5/11/2016 15:50,41.65460923,-87.6075573,"(41.654609229, -87.607557296)"
163468,10510212,HZ251772,5/4/2016 23:45,020XX N AVERS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2525,25,26,22,18,1150383,1913315,2016,5/11/2016 15:50,41.9180403,-87.72291341,"(41.918040303, -87.72291341)"
163596,10510213,HZ251711,5/4/2016 20:30,020XX N DAMEN AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1432,14,32,22,6,1162698,1913682,2016,5/11/2016 15:50,41.91879793,-87.67765705,"(41.918797929, -87.677657048)"
163748,10510214,HZ251779,5/4/2016 23:27,025XX N PULASKI RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2524,25,30,22,18,1149288,1916678,2016,5/11/2016 15:50,41.92729,-87.72684915,"(41.92729, -87.726849146)"
163792,10510215,HZ251747,5/4/2016 21:15,017XX N KOSTNER AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2533,25,31,23,6,1146787,1911143,2016,5/11/2016 15:50,41.9121496,-87.736181,"(41.912149595, -87.736181)"
163814,10510217,HZ251783,5/4/2016 6:30,006XX W DIVERSEY PKWY,890,THEFT,FROM BUILDING,GROCERY FOOD STORE,FALSE,FALSE,1935,19,43,7,6,1171720,1918860,2016,5/11/2016 15:50,41.93281253,-87.64435667,"(41.932812529, -87.644356668)"
163925,10510218,HZ251694,5/4/2016 21:42,039XX W WILCOX ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1122,11,28,26,08B,1150189,1899047,2016,5/11/2016 15:50,41.87889125,-87.7239985,"(41.878891251, -87.723998503)"
164707,10510219,HZ251785,5/4/2016 20:30,054XX N CUMBERLAND AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1614,16,41,76,6,1119317,1935156,2016,5/11/2016 15:50,41.97852489,-87.83658904,"(41.97852489, -87.836589041)"
164880,10510220,HZ251800,5/4/2016 22:30,008XX N NOBLE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1213,12,27,24,14,1166910,1905627,2016,5/11/2016 15:50,41.89660508,-87.66241328,"(41.896605083, -87.662413277)"
165012,10510224,HZ251729,5/4/2016 13:00,009XX W 95TH ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,FALSE,TRUE,2223,22,21,73,26,1171739,1841825,2016,5/11/2016 15:50,41.7214209,-87.64654992,"(41.721420903, -87.646549924)"
165140,10510225,HZ251728,5/4/2016 22:30,029XX W 38TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,911,9,12,58,14,1157431,1879295,2016,5/11/2016 15:50,41.82454542,-87.69794377,"(41.824545416, -87.697943772)"
